train_loss,val_loss,train_acc,val_acc
1.1768273346953921,0.48723125351326807,44.7831184056272,83.17757009345794
0.5343880872759554,0.44144657334046705,82.76670574443142,86.44859813084112
0.3027918584368847,0.44687089496957405,86.98710433763189,88.3177570093458
0.17416806829472384,0.4821236435922661,93.55216881594373,85.51401869158879
0.09370877882638187,0.62907353585719,97.7725674091442,86.91588785046729
0.05909627080136151,0.6399316192172202,98.24150058616647,86.91588785046729
0.07966935834674924,0.4562622557527253,98.00703399765533,88.3177570093458
0.03468198183475545,0.6055905525905213,99.17936694021103,85.98130841121495
0.016852068011993886,0.715561296325177,99.64830011723329,86.91588785046729
0.012739631504734495,0.7900553906303165,99.64830011723329,87.38317757009345
0.012523094651341025,0.7969457336917652,99.88276670574443,85.98130841121495
0.013464627239887637,0.8888771698111668,99.76553341148886,86.44859813084112
0.012022910639643669,0.8443695248403985,99.88276670574443,85.04672897196262
0.02561960854627951,0.8306749776903806,99.64830011723329,85.51401869158879
0.006940660041032566,0.8198276026606826,100.0,85.98130841121495
